,Unnamed: 0,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,YearsCodedJob,DeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,LearningNewTech,JobSecurity,DiversityImportant,SeriousWork,WorkPayCare,ChallengeMyself,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,JobProfile,LearnedHiring,Overpaid,EducationImportant,EducationTypes,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Gender,HighestEducationParents,Salary,ExpectedSalary,Assess_Scoring
51236,51236,51237,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,5 to 10 years,Mobile developer; Desktop applications developer,,7.0,6.0,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Monster; Naukri,A tech-specific job board,Greatly underpaid,,,9:00 AM,C; C++; C#; CoffeeScript; Clojure; Dart; Java; JavaScript; PHP; Scala; SQL; Swift,Assembly; Java; JavaScript; PHP; Scala; SQL; Swift,MySQL; SQLite,MySQL; SQLite,Android; iOS; Mac OS,Android; iOS; Mac OS,Notepad++; Android Studio; IntelliJ; Xcode,Something else,Male,A bachelor's degree,7928.351197,,0.0
51240,51240,51241,Professional non-developer who sometimes writes code,"Yes, I contribute to open source projects",India,No,Employed full-time,Master's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,,Educator or academic,6.0,6.0,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Somewhat agree,Strongly agree,Less than a year ago,,,,,,,,,,,,,,,Annual bonus; Vacation/days off; Remote options; Meals,,,,,Part-time/evening course; On-the-job training,8:00 AM,Assembly; Java; SQL,Objective-C; Swift,MySQL; Oracle; SQLite,SQL Server,Android,iOS,Android Studio; Eclipse,,Male,A master's degree,34152.73776106599,,2.5
51242,51242,51243,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Bachelor's degree,Computer science or software engineering,,,,,,,,,,,,,Not applicable/ never,Important,Important,Important,Important,Important,Important,Very important,Very important,Important,Somewhat important,Very important,Very important,Very important,Somewhat important,Education sponsorship,Naukri; Other,,,,,9:00 AM,C; C++; Java; SQL,JavaScript,MySQL; SQLite,Oracle,Android; Windows Desktop; Amazon Web Services (AWS),Linux Desktop; Raspberry Pi,Sublime Text; Android Studio; Eclipse; Visual Studio Code,Turn on some music,Male,A bachelor's degree,,13213.91866,30.5
51246,51246,51247,Professional developer,"Yes, both",India,No,Employed full-time,Master's degree,Computer science or software engineering,5 to 10 years,Web developer; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,,8.0,8.0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Between 2 and 4 years ago,,,,,,,,,,,,,,,Annual bonus; Vacation/days off; Health benefits; Equipment; Professional development sponsorship,LinkedIn,Some other way,Somewhat underpaid,,,10:00 AM,C#; Clojure; Java; JavaScript; Python; SQL,C#; JavaScript; Python; SQL,SQL Server; PostgreSQL,Redis; SQL Server; PostgreSQL,Amazon Web Services (AWS),Android; Windows Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS),Vim; Android Studio; IntelliJ; Visual Studio; Visual Studio Code,Keep the room absolutely quiet,Male,A master's degree,14975.77448,,2.5
51248,51248,51249,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",1 to 5 years,Data scientist,,6.0,5.0,Strongly agree,Agree,Agree,Disagree,Agree,Somewhat agree,Agree,Not applicable/ never,Important,Important,Somewhat important,Important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not very important,Very important,Very important,Vacation/days off; Education sponsorship; Expected work hours; Remote options; Meals,,,Greatly underpaid,Somewhat important,Online course; Self-taught; Coding competition,9:00 AM,C; C#; Java; JavaScript; Python; R; Scala; SQL,,Cassandra; MongoDB; Redis; MySQL; PostgreSQL; SQLite,,Windows Desktop; Linux Desktop; Amazon Web Services (AWS),,Vim; Eclipse; IntelliJ; PyCharm; RStudio; Visual Studio,Turn on some music,,,7634.70856,,30.0
51251,51251,51252,Professional non-developer who sometimes writes code,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,,Other,6.0,6.0,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Not applicable/ never,Somewhat important,Important,Important,Important,Somewhat important,Important,Very important,Important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Health benefits; Long-term leave; Expected work hours; Remote options,,,,,On-the-job training; Self-taught,11:00 AM,SQL,SQL,,,,Raspberry Pi,,Turn on some music,Male,A bachelor's degree,38715.28756637354,,26.5
51264,51264,51265,Professional developer,"Yes, both",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Data scientist; Graphic designer; Desktop applications developer,,8.0,8.0,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Between 1 and 2 years ago,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Important,Somewhat important,Somewhat important,,Very important,Important,Somewhat important,Important,Charitable match; Health benefits; Professional development sponsorship; Expected work hours; Child/elder care,Naukri,An external recruiter or headhunter,,Important,Industry certification; Self-taught; Open source contributions,4:00 PM,Java; PHP; SQL,Python; R,MySQL,MongoDB,Android; Windows Desktop; Linux Desktop,,Android Studio; Eclipse,Turn on the news or talk radio,Male,A master's degree,38715.28756637354,,23.5
51269,51269,51270,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,Less than a year,Web developer; Data scientist; Database administrator,,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,Naukri,"A friend, family member, or former colleague told me",,Somewhat important,Self-taught,10:00 AM,C++; Java; JavaScript; SQL,Java; JavaScript; SQL,MySQL; PostgreSQL,MySQL; PostgreSQL,Windows Desktop; Linux Desktop,Windows Desktop; Linux Desktop,Sublime Text; Vim; IntelliJ,Turn on some music,Male,Primary/elementary school,33298.75204458006,,0.0
51275,51275,51276,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer,,6.0,5.0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Between 1 and 2 years ago,Not at all important,Not very important,Somewhat important,Somewhat important,Important,Important,Very important,Not very important,Somewhat important,Important,Important,Not very important,Somewhat important,Important,Health benefits; Long-term leave; Expected work hours,,,,Not very important,Bootcamp; Part-time/evening course; Self-taught; Coding competition,11:00 AM,C#; JavaScript; SQL; TypeScript,C#; JavaScript; SQL; TypeScript,SQL Server,MongoDB; SQL Server; Oracle; SQLite,SharePoint,Salesforce; SharePoint; Amazon Web Services (AWS); Microsoft Azure,Notepad++; Visual Studio,Keep the room absolutely quiet,Male,A master's degree,44545.600362656354,,22.5
51277,51277,51278,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Less than a year,Web developer; Database administrator,,6.0,9.0,,,,,,,,Less than a year ago,Important,Not very important,Important,Not very important,Not very important,Not very important,Important,Somewhat important,Important,Somewhat important,Not very important,Not at all important,Very important,Somewhat important,Retirement; Vacation/days off; Health benefits; Equipment; Meals,LinkedIn,A career fair or on-campus recruiting event,Neither underpaid nor overpaid,Not very important,Online course; Self-taught; Coding competition; Hackathon; Open source contributions,Noon,C++; C#; JavaScript; Python; Rust,C++; C#; Go; Haskell; JavaScript; Python,SQL Server; MySQL,MongoDB; Redis; PostgreSQL,Windows Desktop; Linux Desktop; Microsoft Azure,Linux Desktop,Sublime Text; Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A bachelor's degree,17618.55821,,21.5
51279,51279,51280,Professional developer,"Yes, I program as a hobby",India,I prefer not to say,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Mobile developer; Database administrator,,10.0,10.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,,,,,,,,,,,,,,,,,LinkedIn,"A friend, family member, or former colleague told me",,Important,Online course,,C#; PHP; R; SQL,C#; Rust; Swift,SQL Server; MySQL,MongoDB; SQL Server; MySQL; PostgreSQL,iOS,iOS,Visual Studio; Visual Studio Code; Xcode,Turn on some music,Male,A master's degree,38715.28756637354,,0.0
51325,51325,51326,Student,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,,,,,,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Less than a year ago,Somewhat important,Important,Somewhat important,Not very important,Somewhat important,Important,Somewhat important,Important,Important,Somewhat important,Important,Not very important,Important,Not very important,Equipment; Professional development sponsorship; Education sponsorship; Remote options,,,,,Industry certification; Self-taught; Coding competition,8:00 AM,Java; JavaScript; Objective-C,JavaScript; Python,MySQL; Oracle; SQLite,MongoDB; MySQL; Oracle; SQLite,Android; iOS,Android; iOS; Amazon Web Services (AWS),Notepad++; Sublime Text; Android Studio; Eclipse; IntelliJ; Xcode,Keep the room absolutely quiet,Male,A bachelor's degree,,,24.0
51328,51328,51329,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,5 to 10 years,Web developer,,8.0,8.0,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),Neither underpaid nor overpaid,Important,Online course; Part-time/evening course; On-the-job training; Self-taught; Hackathon,10:00 AM,C#; JavaScript,Python; R,SQL Server,MongoDB,Microsoft Azure,Amazon Web Services (AWS),Visual Studio,Keep the room absolutely quiet,Male,A bachelor's degree,4404.639554,,0.0
51329,51329,51330,Student,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, and not looking for work",Secondary school,,,,,,,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Not applicable/ never,Important,Important,Very important,Somewhat important,Not very important,Very important,Somewhat important,Very important,Not very important,Somewhat important,Very important,Important,Important,Somewhat important,Vacation/days off; Equipment; Private office; Professional development sponsorship; Expected work hours,Other,,,,Online course; Self-taught; Coding competition,7:00 PM,C; C++; Java,C; C++; Java,,,Windows Desktop,iOS; Windows Desktop,Android Studio; IntelliJ; Visual Studio,Keep the room absolutely quiet,Male,A bachelor's degree,,,27.0
51330,51330,51331,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,4.0,5.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Between 1 and 2 years ago,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Annual bonus; Vacation/days off; Health benefits; Equipment; Meals,,,,,,6:00 PM,Java,,SQLite,,Android,,Notepad++; Android Studio; Eclipse; IntelliJ; NetBeans,Turn on some music,Male,A bachelor's degree,50307.65896485172,,35.0
51338,51338,51339,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,"Yes, part-time",Employed full-time,Master's degree,Mathematics or statistics,5 to 10 years,,Product manager; Analyst or consultant,7.0,4.0,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Agree,Not applicable/ never,Important,Important,Important,Important,Important,Very important,Somewhat important,Important,Very important,Somewhat important,Important,Important,Very important,Very important,Health benefits; Equipment; Professional development sponsorship; Long-term leave; Child/elder care,,,,,,11:00 AM,C#; SQL; VB.NET,C#; JavaScript,SQL Server; Oracle,,,Linux Desktop; Amazon Web Services (AWS); Microsoft Azure,Notepad++; Visual Studio,Turn on some music,Male,"Some college/university study, no bachelor's degree",57454.15413633065,,29.0
51339,51339,51340,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,"Yes, part-time",Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,,Other,8.0,8.0,,,,Agree,Agree,,,Between 1 and 2 years ago,,,,,,,,,,,,,,,Health benefits; Equipment; Professional development sponsorship; Education sponsorship,,,,,,7:00 AM,JavaScript; PHP; SQL,Perl; Python,MySQL,MongoDB,WordPress,Android; Amazon Web Services (AWS),Sublime Text,Turn on the news or talk radio,Male,A bachelor's degree,34152.73776106599,,2.5
51340,51340,51341,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,DevOps specialist,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,LinkedIn,"A friend, family member, or former colleague told me",Somewhat underpaid,Not at all important,Self-taught; Hackathon,11:00 AM,Python,Python; Scala,,Cassandra; MongoDB; Redis,Amazon Web Services (AWS),Raspberry Pi; Amazon Web Services (AWS),Vim; IntelliJ,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,"Some college/university study, no bachelor's degree",6460.138012,,0.0
51343,51343,51344,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,10.0,7.0,,,,,,,,Between 2 and 4 years ago,Very important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Not very important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Vacation/days off; Charitable match; Professional development sponsorship; Long-term leave; Expected work hours,LinkedIn; Naukri,"A friend, family member, or former colleague told me",Somewhat underpaid,,,9:00 AM,C; C++; C#; Java; JavaScript; PHP; SQL,Java; Objective-C; SQL,SQL Server; MySQL; SQLite,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android,Android; iOS; Serverless; Salesforce,Notepad++; Android Studio; Eclipse,Turn on some music,Male,,4228.453972,,24.5
51346,51346,51347,Professional developer,"Yes, both",India,"Yes, full-time",Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer; Mobile developer; Database administrator,,10.0,10.0,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn; Naukri,,,,,,,,,,,,,,,,34152.73776106599,,0.0
